,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG_x,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,np:G-xG,G-xG,xG_y,npxG,npxG/Sh,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
3,2020-10-19,20:45,Serie A,Matchweek 4,Mon,Home,D,0,0,Genoa,1.1,0.4,58.0,10002.0,Davide Faraoni,3-4-3,Antonio Rapuano,Match Report,,-1.1,-1.1,1.1,1.1,0.07,18.0,10.0,15.6,0.0,0,0,2020,Hellas Verona
4,2020-10-25,20:45,Serie A,Matchweek 5,Sun,Away,D,1,1,Juventus,0.7,1.5,38.0,1000.0,Davide Faraoni,3-4-3,Fabrizio Pasqua,Match Report,,0.3,0.3,0.7,0.7,0.11,6.0,2.0,15.6,0.0,0,0,2020,Hellas Verona
6,2020-11-02,20:45,Serie A,Matchweek 6,Mon,Home,W,3,1,Benevento,2.1,1.5,44.0,,Darko Lazović,3-4-3,Juan Sacchi,Match Report,,0.9,0.9,2.1,2.1,0.15,14.0,6.0,16.9,1.0,0,0,2020,Hellas Verona
7,2020-11-08,20:45,Serie A,Matchweek 7,Sun,Away,D,2,2,Milan,1.6,3.5,34.0,,Darko Lazović,3-4-3,Marco Guida,Match Report,,-0.6,-0.6,1.6,1.6,0.29,7.0,2.0,9.2,0.0,0,0,2020,Hellas Verona
8,2020-11-22,15:00,Serie A,Matchweek 8,Sun,Home,L,0,2,Sassuolo,1.5,0.4,52.0,,Mattia Zaccagni,4-4-2,Daniele Chiffi,Match Report,,-1.5,-1.5,1.5,1.5,0.08,19.0,3.0,16.6,1.0,0,0,2020,Hellas Verona
10,2020-11-28,20:45,Serie A,Matchweek 9,Sat,Away,W,2,0,Atalanta,1.9,1.4,42.0,,Davide Faraoni,3-4-3,Davide Massa,Match Report,,-0.1,0.1,1.9,1.1,0.18,6.0,1.0,30.3,0.0,1,1,2020,Hellas Verona
11,2020-12-06,12:30,Serie A,Matchweek 10,Sun,Home,D,1,1,Cagliari,2.7,1.5,52.0,,Miguel Veloso,3-4-3,Gianluca Manganiello,Match Report,,-1.7,-1.7,2.7,2.7,0.16,18.0,3.0,11.2,0.0,0,0,2020,Hellas Verona
12,2020-12-12,20:45,Serie A,Matchweek 11,Sat,Away,W,2,1,Lazio,0.9,0.7,41.0,,Miguel Veloso,4-2-3-1,Rosario Abisso,Match Report,,0.1,0.1,0.9,0.9,0.13,7.0,4.0,13.9,0.0,0,0,2020,Hellas Verona
13,2020-12-16,20:45,Serie A,Matchweek 12,Wed,Home,L,1,2,Sampdoria,1.8,1.0,55.0,,Miguel Veloso,3-4-3,Riccardo Ros,Match Report,,-1.0,-0.8,1.8,1.0,0.14,7.0,2.0,21.7,0.0,1,1,2020,Hellas Verona
14,2020-12-19,15:00,Serie A,Matchweek 13,Sat,Away,D,1,1,Fiorentina,1.5,1.6,41.0,,Miguel Veloso,3-4-3,Francesco Fourneau,Match Report,,-0.8,-0.5,1.5,0.8,0.15,5.0,2.0,21.9,0.0,1,1,2020,Hellas Verona
15,2020-12-23,18:30,Serie A,Matchweek 14,Wed,Home,L,1,2,Inter,1.5,1.8,41.0,,Miguel Veloso,3-4-3,Piero Giacomelli,Match Report,,-0.5,-0.5,1.5,1.5,0.24,6.0,2.0,13.6,1.0,0,0,2020,Hellas Verona
16,2021-01-03,15:00,Serie A,Matchweek 15,Sun,Away,W,1,0,Spezia,1.3,0.9,47.0,,Miguel Veloso,3-4-3,Luca Pairetto,Match Report,,-0.3,-0.3,1.3,1.3,0.11,12.0,3.0,16.9,0.0,0,0,2020,Hellas Verona
17,2021-01-06,15:00,Serie A,Matchweek 16,Wed,Away,D,1,1,Torino,0.4,1.4,54.0,,Miguel Veloso,3-4-3,Marco Di Bello,Match Report,,0.6,0.6,0.4,0.4,0.05,8.0,2.0,18.6,0.0,0,0,2020,Hellas Verona
18,2021-01-10,15:00,Serie A,Matchweek 17,Sun,Home,W,2,1,Crotone,1.4,0.9,44.0,,Davide Faraoni,3-4-3,Luca Massimi,Match Report,,0.6,0.6,1.4,1.4,0.11,13.0,6.0,16.0,1.0,0,0,2020,Hellas Verona
19,2021-01-16,15:00,Serie A,Matchweek 18,Sat,Away,L,0,1,Bologna,0.8,2.0,52.0,,Davide Faraoni,3-4-3,Maurizio Mariani,Match Report,,-0.8,-0.8,0.8,0.8,0.09,8.0,1.0,20.7,1.0,0,0,2020,Hellas Verona
20,2021-01-24,15:00,Serie A,Matchweek 19,Sun,Home,W,3,1,Napoli,1.8,0.8,48.0,,Davide Faraoni,3-4-3,Michael Fabbri,Match Report,,1.2,1.2,1.8,1.8,0.13,14.0,7.0,18.7,1.0,0,0,2020,Hellas Verona
21,2021-01-31,20:45,Serie A,Matchweek 20,Sun,Away,L,1,3,Roma,0.7,2.0,52.0,,Davide Faraoni,3-4-3,Marco Piccinini,Match Report,,0.3,0.3,0.7,0.7,0.09,8.0,1.0,17.9,1.0,0,0,2020,Hellas Verona
22,2021-02-07,15:00,Serie A,Matchweek 21,Sun,Away,L,0,2,Udinese,0.3,2.0,54.0,,Davide Faraoni,3-4-3,Alberto Santoro,Match Report,,-0.3,-0.3,0.3,0.3,0.06,6.0,0.0,17.2,0.0,0,0,2020,Hellas Verona
23,2021-02-15,20:45,Serie A,Matchweek 22,Mon,Home,W,2,1,Parma,1.2,1.5,50.0,,Darko Lazović,3-4-3,Luca Massimi,Match Report,,-0.2,-0.2,1.2,1.2,0.1,12.0,4.0,17.1,2.0,0,0,2020,Hellas Verona
24,2021-02-20,18:00,Serie A,Matchweek 23,Sat,Away,D,2,2,Genoa,1.2,1.0,50.0,,Davide Faraoni,3-4-3,Matteo Marchetti,Match Report,,0.8,0.8,1.2,1.2,0.13,9.0,3.0,17.7,0.0,0,0,2020,Hellas Verona
25,2021-02-27,20:45,Serie A,Matchweek 24,Sat,Home,D,1,1,Juventus,0.8,1.0,45.0,,Davide Faraoni,3-4-3,Fabio Maresca,Match Report,,0.2,0.2,0.8,0.8,0.06,13.0,4.0,18.3,0.0,0,0,2020,Hellas Verona
26,2021-03-03,20:45,Serie A,Matchweek 25,Wed,Away,W,3,0,Benevento,1.4,0.3,50.0,,Miguel Veloso,3-4-3,Giovanni Ayroldi,Match Report,,0.6,0.6,1.4,1.4,0.16,9.0,4.0,13.5,0.0,0,0,2020,Hellas Verona
27,2021-03-07,15:00,Serie A,Matchweek 26,Sun,Home,L,0,2,Milan,0.9,0.7,54.0,,Miguel Veloso,3-4-3,Daniele Orsato,Match Report,,-0.9,-0.9,0.9,0.9,0.09,11.0,0.0,14.2,0.0,0,0,2020,Hellas Verona
28,2021-03-13,15:00,Serie A,Matchweek 27,Sat,Away,L,2,3,Sassuolo,1.2,1.6,59.0,,Miguel Veloso,3-4-3,Alessandro Prontera,Match Report,,0.8,0.8,1.2,1.2,0.09,13.0,5.0,17.4,0.0,0,0,2020,Hellas Verona
29,2021-03-21,12:30,Serie A,Matchweek 28,Sun,Home,L,0,2,Atalanta,0.5,2.0,52.0,,Miguel Veloso,3-4-3,Luca Pairetto,Match Report,,-0.5,-0.5,0.5,0.5,0.16,3.0,1.0,18.3,0.0,0,0,2020,Hellas Verona
30,2021-04-03,15:00,Serie A,Matchweek 29,Sat,Away,W,2,0,Cagliari,1.2,2.3,52.0,,Miguel Veloso,3-4-3,Daniele Doveri,Match Report,,0.8,0.8,1.2,1.2,0.12,10.0,5.0,19.2,1.0,0,0,2020,Hellas Verona
31,2021-04-11,15:00,Serie A,Matchweek 30,Sun,Home,L,0,1,Lazio,0.3,0.6,45.0,,Miguel Veloso,3-4-3,Daniele Chiffi,Match Report,,-0.3,-0.3,0.3,0.3,0.06,5.0,0.0,20.7,0.0,0,0,2020,Hellas Verona
32,2021-04-17,15:00,Serie A,Matchweek 31,Sat,Away,L,1,3,Sampdoria,1.6,1.8,51.0,,Davide Faraoni,3-4-3,Federico Dionisi,Match Report,,-0.6,-0.6,1.6,1.6,0.09,19.0,4.0,14.4,1.0,0,0,2020,Hellas Verona
33,2021-04-20,20:45,Serie A,Matchweek 32,Tue,Home,L,1,2,Fiorentina,1.9,1.3,64.0,,Davide Faraoni,3-4-3,Alessandro Prontera,Match Report,,-0.9,-0.9,1.9,1.9,0.22,9.0,4.0,10.9,0.0,0,0,2020,Hellas Verona
34,2021-04-25,15:00,Serie A,Matchweek 33,Sun,Away,L,0,1,Inter,1.3,0.9,51.0,,Davide Faraoni,3-4-3,Rosario Abisso,Match Report,,-1.3,-1.3,1.3,1.3,0.11,12.0,1.0,13.4,0.0,0,0,2020,Hellas Verona
35,2021-05-01,15:00,Serie A,Matchweek 34,Sat,Home,D,1,1,Spezia,1.7,1.2,46.0,,Davide Faraoni,3-4-3,Manuel Volpi,Match Report,,-0.7,-0.7,1.7,1.7,0.21,8.0,5.0,14.5,1.0,0,0,2020,Hellas Verona
36,2021-05-09,15:00,Serie A,Matchweek 35,Sun,Home,D,1,1,Torino,2.1,0.7,57.0,,Davide Faraoni,3-4-3,Davide Massa,Match Report,,-1.1,-1.1,2.1,2.1,0.09,24.0,6.0,17.7,0.0,0,0,2020,Hellas Verona
37,2021-05-13,20:45,Serie A,Matchweek 36,Thu,Away,L,1,2,Crotone,0.9,0.4,63.0,,Mattia Zaccagni,3-4-3,Luca Massimi,Match Report,,-0.9,-0.9,0.9,0.9,0.08,11.0,3.0,14.5,0.0,0,0,2020,Hellas Verona
38,2021-05-17,20:45,Serie A,Matchweek 37,Mon,Home,D,2,2,Bologna,1.3,2.3,51.0,,Davide Faraoni,3-4-3,Matteo Marchetti,Match Report,,0.7,0.7,1.3,1.3,0.11,12.0,2.0,18.6,1.0,0,0,2020,Hellas Verona
39,2021-05-23,20:45,Serie A,Matchweek 38,Sun,Away,D,1,1,Napoli,0.6,1.1,45.0,,Davide Faraoni,3-4-3,Daniele Chiffi,Match Report,,0.4,0.4,0.6,0.6,0.08,8.0,3.0,17.6,0.0,0,0,2020,Hellas Verona
0,2020-09-20,15:00,Serie A,Matchweek 1,Sun,Home,W,4,1,Crotone,2.3,1.6,49.0,,Davide Biraschi,3-5-2,Giovanni Ayroldi,Match Report,,1.7,1.7,2.3,2.3,0.17,14.0,6.0,15.6,0.0,0,0,2020,Genoa
1,2020-09-27,18:00,Serie A,Matchweek 2,Sun,Away,L,0,6,Napoli,0.7,2.9,43.0,1000.0,Davide Biraschi,3-5-2,Juan Sacchi,Match Report,,-0.7,-0.7,0.7,0.7,0.11,6.0,0.0,18.4,0.0,0,0,2020,Genoa
2,2020-10-19,20:45,Serie A,Matchweek 4,Mon,Away,D,0,0,Hellas Verona,0.4,1.1,42.0,10002.0,Mattia Perin,3-5-2,Antonio Rapuano,Match Report,,-0.4,-0.4,0.4,0.4,0.07,6.0,2.0,19.3,2.0,0,0,2020,Genoa
3,2020-10-24,18:00,Serie A,Matchweek 5,Sat,Home,L,0,2,Inter,0.0,1.7,40.0,1000.0,Mattia Perin,3-5-2,Davide Massa,Match Report,,0.0,0.0,0.0,0.0,0.02,1.0,0.0,30.9,0.0,0,0,2020,Genoa
5,2020-11-01,20:45,Serie A,Matchweek 6,Sun,Away,D,1,1,Sampdoria,1.2,0.8,45.0,,Domenico Criscito,4-3-2-1,Federico La Penna,Match Report,,-0.2,-0.2,1.2,1.2,0.11,11.0,4.0,19.5,0.0,0,0,2020,Genoa
6,2020-11-04,17:00,Serie A,Matchweek 3,Wed,Home,L,1,2,Torino,1.4,0.3,51.0,,Mattia Perin,4-3-2-1,Paolo Valeri,Match Report,,-0.4,-0.4,1.4,1.4,0.08,17.0,2.0,17.9,0.0,0,0,2020,Genoa
7,2020-11-08,15:00,Serie A,Matchweek 7,Sun,Home,L,1,3,Roma,0.6,2.6,51.0,,Domenico Criscito,4-3-2-1,Massimiliano Irrati,Match Report,,0.4,0.4,0.6,0.6,0.09,7.0,5.0,19.9,0.0,0,0,2020,Genoa
8,2020-11-22,18:00,Serie A,Matchweek 8,Sun,Away,L,0,1,Udinese,0.6,0.4,54.0,,Davide Biraschi,3-5-2,Giampaolo Calvarese,Match Report,,-0.6,-0.6,0.6,0.6,0.06,11.0,1.0,18.5,0.0,0,0,2020,Genoa
10,2020-11-30,20:45,Serie A,Matchweek 9,Mon,Home,L,1,2,Parma,1.6,1.1,52.0,,Stefano Sturaro,3-5-2,Maurizio Mariani,Match Report,,-0.6,-0.6,1.6,1.6,0.12,14.0,5.0,21.8,0.0,0,0,2020,Genoa
11,2020-12-07,20:45,Serie A,Matchweek 10,Mon,Away,D,1,1,Fiorentina,1.3,2.6,39.0,,Stefano Sturaro,4-1-2-1-2◆,Daniele Doveri,Match Report,,-0.3,-0.3,1.3,1.3,0.26,5.0,3.0,15.6,0.0,0,0,2020,Genoa
12,2020-12-13,18:00,Serie A,Matchweek 11,Sun,Home,L,1,3,Juventus,0.2,3.4,31.0,,Mattia Perin,4-4-2,Marco Di Bello,Match Report,,0.8,0.8,0.2,0.2,0.05,3.0,2.0,20.4,1.0,0,0,2020,Genoa
13,2020-12-16,20:45,Serie A,Matchweek 12,Wed,Home,D,2,2,Milan,1.1,2.2,42.0,,Mattia Perin,4-4-2,Daniele Orsato,Match Report,,0.9,0.9,1.1,1.1,0.12,9.0,4.0,12.8,0.0,0,0,2020,Genoa
14,2020-12-20,15:00,Serie A,Matchweek 13,Sun,Away,L,0,2,Benevento,0.3,1.5,58.0,,Mattia Perin,4-4-2,Antonio Giua,Match Report,,-0.3,-0.3,0.3,0.3,0.04,8.0,2.0,24.8,1.0,0,0,2020,Genoa
15,2020-12-23,20:45,Serie A,Matchweek 14,Wed,Away,W,2,1,Spezia,1.4,0.5,33.0,,Domenico Criscito,3-5-2,Davide Massa,Match Report,,0.4,0.6,1.4,0.6,0.1,6.0,4.0,20.9,0.0,1,1,2020,Genoa
16,2021-01-03,15:00,Serie A,Matchweek 15,Sun,Home,D,1,1,Lazio,0.9,1.4,40.0,,Domenico Criscito,3-5-2,Giampaolo Calvarese,Match Report,,0.1,0.1,0.9,0.9,0.09,10.0,3.0,17.2,0.0,0,0,2020,Genoa
